,TP,CL,CF,SF,FA
8759,1,1000000,2000428,3000669,4004049
8760,1,1000002,2001260,3002022,4004049
8761,1,1000003,2000096,3000259,4001693
8762,1,1000003,2000357,3000521,4001031
8763,1,1000002,2001260,3002022,4004049
8764,1,1000002,2000607,3000954,4000672
8765,1,1000000,2000428,3000669,4004049
8766,1,1000002,2000607,3000954,4000672
8767,1,1000002,2000607,3000954,4000672
8768,1,1000003,2000303,3000403,4001800
8769,1,1000003,2000468,3000727,4003372
8770,1,1000002,2001260,3002022,4004049
8771,1,1000002,2000607,3000954,4000672
8772,1,1000000,2000428,3000669,4004049
8773,1,1000002,2000607,3000954,4000672
8774,1,1000003,2000468,3000727,4003372
8775,1,1000001,2000164,3000168,4000390
8776,1,1000002,2001260,3002022,4004049
8777,1,1000002,2000873,3001427,4000798
8778,1,1000003,2000468,3000727,4003372
8779,1,1000002,2001260,3002022,4004049
8780,1,1000000,2000428,3000669,4004049
8781,1,1000003,2000093,3000123,4000247
8782,1,1000000,2000428,3000669,4004049
8783,1,1000002,2001260,3002022,4004049
8784,1,1000002,2000088,3000118,4003554
8785,1,1000000,2000428,3000669,4004049
8786,1,1000002,2000607,3000954,4000672
8787,1,1000002,2001260,3002022,4004049
8788,1,1000002,2000060,3000083,4000229
8789,1,1000002,2000031,3000445,4003216
8790,1,1000000,2000428,3000669,4004049
8791,1,1000002,2001260,3002022,4004049
8792,1,1000002,2000607,3000954,4000672
8793,1,1000002,2000873,3001427,4000798
8794,1,1000002,2000031,3000445,4003216
8795,1,1000000,2000428,3000669,4004049
8796,1,1000002,2000607,3000954,4000675
8797,1,1000002,2001260,3002022,4004049
8798,1,1000000,2000157,3001235,4000749
8799,1,1000000,2000428,3000669,4004049
8800,1,1000002,2001260,3002022,4004049
8801,1,1000001,2000522,3000816,4002096
8802,1,1000000,2000428,3000669,4004049
8803,1,1000002,2000031,3000313,4003138
8804,1,1000002,2000544,3000832,4000639
8805,1,1000001,2000073,3002024,4004050
8806,1,1000002,2001260,3002022,4004050
8807,1,1000000,2000786,3001284,4000767
8808,1,1000002,2000067,3000092,4000522
8809,1,1000001,2000004,3002024,4004051
8810,1,1000002,2000067,3000092,4000522
8811,1,1000003,2000775,3001261,4002453
8812,1,1000002,2001260,3002022,4004050
8813,1,1000003,2000775,3001261,4002453
8814,1,1000002,2000607,3000954,4000675
8815,1,1000001,2000073,3002024,4004050
8816,1,1000002,2000031,3000313,4003194
8817,1,1000003,2000411,3000666,4001072
8818,1,1000001,2000089,3000120,4002689
8819,1,1000001,2000004,3002024,4004051
8820,1,1000001,2000644,3001015,4003536
8821,1,1000002,2000031,3000313,4003184
8822,1,1000001,2000089,3000120,4002689
8823,1,1000001,2000073,3002024,4004050
8824,1,1000002,2001260,3002022,4004050
8825,1,1000002,2000607,3000954,4000675
8826,1,1000003,2000652,3000809,4000634
8827,1,1000004,2000181,3000255,4003112
8828,1,1000001,2000004,3002024,4004051
8829,1,1000004,2000298,3000392,4000480
8830,1,1000003,2000326,3001126,4002452
8831,1,1000004,2000181,3000255,4003112
8832,1,1000002,2000021,3000055,4000124
8833,1,1000003,2001207,3001975,4001610
8834,1,1000003,2000693,3001087,4001214
8835,1,1000000,2001008,3001651,4001469
8836,1,1000001,2001111,3001815,4001795
8837,1,1000002,2000031,3000428,4003205
8838,1,1000000,2000036,3002361,4007672
8839,1,1000003,2000993,3001622,4001455
8840,1,1000000,2000000,3001179,4000720
8841,2,1000000,2000395,3001534,4002642
8842,1,1000000,2000650,3001030,4001192
8843,1,1000001,2000090,3001866,4002898
8844,1,1000000,2000080,3000076,4000307
8845,1,1000002,2000607,3000954,4000675
8846,1,1000003,2000888,3001446,4002580
8847,1,1000003,2000017,3000025,4000140
8848,1,1000002,2000607,3000954,4000675
8849,1,1000002,2000607,3000954,4000675
8850,1,1000001,2000557,3000886,4002092
8851,1,1000002,2000088,3000118,4000655
8852,1,1000002,2001260,3002022,4004038
8853,1,1000001,2000805,3001332,4001964
8854,1,1000002,2000607,3000954,4000675
8855,1,1000002,2000607,3000954,4000675
8856,1,1000002,2000031,3000552,4003287
8857,1,1000000,2000080,3000076,4000307
8858,1,1000002,2000607,3000954,4000684
8859,1,1000002,2000607,3000954,4000675
8860,1,1000003,2000014,3001258,4001311
8861,1,1000002,2000607,3000954,4000675
8862,1,1000003,2000017,3000025,4000140
8863,1,1000003,2000602,3000948,4003652
8864,1,1000002,2000076,3000102,4000711
8865,1,1000000,2000157,3001235,4002887
8866,1,1000002,2001260,3002022,4004038
8867,1,1000003,2001042,3001702,4001496
8868,1,1000000,2000080,3000076,4000307
8869,1,1000001,2000779,3001269,4003152
8870,1,1000002,2000056,3000077,4002789
8871,1,1000000,2000080,3002362,4007673
8872,1,1000003,2000602,3000948,4002205
8873,1,1000003,2000602,3000948,4002205
8874,3,1000000,2000103,3002363,4007674
8875,1,1000000,2000821,3001357,4002891
8876,1,1000002,2000056,3000077,4000690
8877,1,1000001,2000805,3001332,4002493
8878,1,1000003,2000081,3000131,4000340
8879,1,1000001,2000062,3001746,4003143
8880,1,1000000,2000786,3001284,4000767
8881,1,1000002,2000031,3000014,4003980
8882,1,1000001,2000062,3000109,4000235
8883,1,1000002,2000056,3000077,4000694
8884,1,1000003,2000046,3000066,4003661
8885,1,1000003,2000131,3000119,4007735
8886,1,1000000,2000244,3000305,4000976
8887,1,1000003,2000072,3000100,4001260
8888,1,1000002,2000227,3000272,4003020
8889,1,1000001,2001013,3001694,4002744
8890,1,1000002,2000024,3000031,4000472
8891,1,1000003,2000908,3001478,4002606
8892,1,1000002,2000227,3000272,4003020
8893,1,1000001,2000165,3000168,4007734
8894,1,1000001,2000805,3001332,4002547
8895,1,1000003,2001207,3001975,4001610
8896,1,1000002,2001394,3002364,4001260
8897,1,1000001,2000882,3001439,4002579
8898,1,1000004,2000181,3000520,4003260
8899,1,1000000,2000494,3000768,4001102
8900,1,1000003,2000732,3001149,4001247
8901,1,1000000,2000494,3000768,4001102
8902,1,1000002,2001394,3002364,4001260
8903,1,1000001,2000557,3000886,4002857
8904,1,1000002,2000091,3000122,4000245
8905,1,1000001,2001013,3001684,4002739
8906,1,1000000,2001067,3001736,4001512
8907,1,1000003,2001044,3001706,4003874
8908,1,1000001,2000882,3001439,4002579
8909,1,1000002,2000091,3000122,4000245
8910,1,1000001,2000296,3000388,4001790
8911,1,1000000,2001067,3001736,4001512
8912,1,1000003,2001044,3001706,4003874
8913,1,1000002,2001260,3002022,4004038
8914,1,1000000,2000157,3001235,4002887
8915,1,1000000,2000442,3000684,4004011
8916,1,1000003,2000570,3000908,4001143
8917,1,1000003,2001044,3001706,4003874
8918,1,1000001,2000654,3001034,4002275
8919,1,1000001,2000779,3001269,4002457
8920,1,1000003,2000690,3001086,4002312
8921,1,1000002,2001248,3002019,4004011
8922,1,1000000,2000030,3001306,4003696
8923,1,1000000,2000442,3000684,4004011
8924,1,1000003,2001207,3001975,4001609
8925,1,1000004,2000112,3001238,4003934
8926,1,1000002,2000408,3000614,4003401
8927,1,1000001,2000083,3000114,4000286
8928,1,1000002,2000723,3001134,4003623
8929,1,1000001,2000654,3001034,4002275
8930,1,1000001,2000083,3000114,4002151
8931,1,1000000,2000030,3001306,4003696
8932,1,1000002,2001248,3002019,4004011
8933,1,1000003,2000318,3000430,4001833
8934,1,1000000,2000442,3000684,4004011
8935,1,1000002,2000707,3001106,4003607
8936,1,1000001,2000654,3001034,4002275
8937,1,1000000,2000080,3001079,4002306
8938,1,1000001,2000048,3000084,4000272
8939,1,1000002,2001248,3002019,4004011
8940,1,1000001,2000578,3001214,4002420
8941,1,1000000,2000442,3000684,4004011
8942,1,1000001,2000578,3001214,4002420
8943,1,1000004,2000537,3000846,4003451
8944,1,1000002,2000067,3000092,4000313
8945,1,1000001,2000090,3000334,4001761
8946,1,1000001,2000654,3001034,4002275
8947,1,1000002,2000631,3001010,4002278
8948,1,1000001,2000090,3000334,4001761
8949,1,1000002,2000067,3000092,4000313
8950,1,1000002,2001248,3002019,4004011
8951,1,1000001,2000048,3000084,4000272
8952,1,1000001,2000090,3000334,4001761
8953,1,1000000,2000442,3000684,4004011
8954,1,1000002,2000056,3000077,4000697
8955,1,1000001,2000654,3001034,4002275
8956,1,1000001,2000654,3001034,4002275
8957,1,1000001,2000716,3001124,4002343
8958,1,1000001,2000090,3000334,4001761
8959,1,1000000,2000157,3002377,4004325
8960,1,1000000,2001157,3001894,4002915
8961,3,1000000,2000962,3002378,4004326
8962,1,1000002,2001248,3002019,4004011
8963,1,1000002,2001248,3002019,4004011
8964,1,1000000,2000786,3001284,4000769
8965,1,1000001,2000090,3000334,4001761
8966,1,1000003,2000047,3001802,4004329
8967,1,1000000,2000442,3000684,4004011
8968,1,1000000,2000442,3000684,4004011
8969,1,1000003,2000950,3001052,4003658
8970,1,1000003,2000014,3000089,4004330
8971,1,1000000,2000442,3000684,4004011
8972,1,1000003,2000066,3000091,4003507
8973,1,1000000,2001119,3001773,4002802
8974,1,1000001,2000090,3000334,4001761
8975,1,1000001,2000461,3000716,4004331
8976,1,1000001,2000654,3001034,4002275
8977,1,1000003,2000775,3001261,4002453
8978,1,1000003,2000014,3001317,4004332
8979,1,1000001,2000654,3001034,4002275
8980,1,1000003,2000093,3000123,4000247
8981,1,1000002,2001248,3002019,4004011
8982,1,1000002,2000076,3000102,4000699
8983,1,1000003,2000573,3000913,4002178
8984,1,1000002,2001248,3002019,4004011
8985,1,1000000,2000442,3000684,4004011
8986,1,1000000,2000315,3000426,4003039
8987,1,1000003,2000014,3001317,4004332
8988,1,1000000,2000442,3000684,4004011
8989,1,1000000,2000080,3001611,4000831
8990,1,1000001,2001232,3002005,4001630
8991,1,1000003,2000573,3000913,4002178
8992,1,1000001,2000654,3001034,4002275
8993,1,1000002,2000060,3000083,4000858
8994,1,1000001,2001232,3002005,4001630
8995,1,1000002,2001248,3002019,4004011
8996,1,1000002,2000060,3000083,4000858
8997,1,1000000,2000442,3000684,4004011
8998,1,1000000,2001104,3001805,4003005
8999,1,1000000,2000013,3002451,4007712
9000,1,1000000,2000000,3000001,4000333
9001,1,1000002,2000076,3000102,4000699
9002,1,1000000,2000063,3000086,4000333
9003,1,1000001,2000654,3001034,4002275
9004,1,1000002,2000088,3000118,4003609
9005,1,1000003,2000014,3001317,4004332
9006,1,1000002,2000076,3000102,4000699
9007,1,1000002,2001248,3002019,4004011
9008,1,1000003,2000457,3000738,4002047
9009,1,1000003,2000144,3000034,4000165
9010,1,1000003,2000573,3000913,4002178
9011,1,1000000,2000442,3000684,4004011
9012,1,1000000,2000000,3001203,4000740
9013,1,1000001,2001232,3002005,4001630
9014,1,1000001,2000654,3001034,4002275
9015,1,1000003,2000093,3000123,4000247
9016,1,1000000,2000036,3002379,4004333
9017,1,1000002,2000076,3000102,4000699
9018,1,1000001,2001232,3002005,4001630
9019,1,1000004,2000112,3001238,4004333
9020,1,1000002,2001248,3002019,4004011
9021,1,1000003,2000357,3000521,4001031
9022,1,1000000,2000036,3002379,4004333
9023,1,1000000,2000442,3000684,4004011
9024,1,1000002,2000076,3000102,4000704
9025,1,1000002,2000076,3000102,4000699
9026,3,1000000,2000962,3001915,4002930
9027,1,1000001,2001232,3002005,4001630
9028,1,1000004,2000112,3001238,4004333
9029,1,1000002,2000076,3000102,4000706
9030,1,1000003,2000097,3000113,4000982
9031,1,1000001,2001232,3002005,4001630
9032,1,1000003,2000014,3001287,4007680
9033,1,1000001,2000654,3001034,4002275
9034,1,1000002,2000031,3000313,4003164
9035,1,1000002,2000076,3000102,4000699
9036,1,1000002,2001260,3002022,4004038
9037,1,1000003,2000130,3000149,4001119
9038,1,1000001,2000825,3001365,4002515
9039,1,1000002,2000009,3002367,4007677
9040,1,1000002,2001248,3002019,4004011
9041,1,1000003,2001107,3001808,4000877
9042,1,1000002,2000076,3000102,4000703
9043,1,1000001,2000644,3001015,4004334
9044,1,1000000,2000036,3002366,4007677
9045,1,1000000,2000442,3000684,4004011
9046,1,1000003,2001057,3001721,4002766
9047,1,1000002,2000503,3000781,4000623
9048,1,1000003,2001399,3002380,4004335
9049,1,1000001,2000654,3001034,4002275
9050,1,1000002,2000076,3000102,4000709
9051,1,1000004,2000537,3000846,4003427
9052,1,1000000,2000000,3000139,4000345
9053,1,1000002,2000076,3000102,4000709
9054,1,1000002,2000076,3000102,4000704
9055,1,1000003,2001257,3002021,4004031
9056,1,1000002,2000714,3001122,4004337
9057,1,1000002,2001248,3002019,4004011
9058,1,1000002,2000027,3000033,4003574
9059,1,1000000,2000521,3000815,4000635
9060,4,1000004,2001271,3002381,4004338
9061,1,1000000,2000442,3000684,4004011
9062,1,1000002,2000076,3000102,4000710
9063,1,1000002,2000076,3000102,4000707
9064,1,1000000,2000480,3000745,4001095
9065,1,1000002,2001400,3002382,4004340
9066,1,1000000,2000442,3000684,4004011
9067,1,1000001,2000716,3001132,4002365
9068,1,1000000,2001054,3001717,4000852
9069,1,1000000,2000085,3001345,4004342
9070,1,1000002,2001248,3002019,4000283
9071,1,1000000,2000085,3001345,4004342
9072,1,1000001,2000654,3001034,4002275
9073,1,1000002,2000076,3000102,4000711
9074,1,1000003,2000538,3000884,4001135
9075,1,1000003,2000467,3000725,4001091
9076,1,1000000,2000085,3001345,4004342
9077,1,1000003,2000144,3000034,4000147
9078,1,1000001,2001511,3001880,4004012
9079,1,1000004,2001138,3001861,4000435
9080,1,1000000,2000085,3001345,4004342
9081,1,1000002,2001248,3002019,4004011
9082,1,1000000,2000120,3001983,4000924
9083,1,1000000,2000085,3001345,4004342
9084,1,1000000,2000442,3000684,4004011
9085,1,1000001,2000522,3000868,4002137
9086,1,1000003,2001129,3001849,4002888
9087,1,1000003,2000144,3000034,4000147
9088,1,1000001,2000764,3001242,4007675
9089,1,1000003,2000052,3000072,4003553
9090,1,1000003,2000739,3001164,4002385
9091,1,1000003,2000195,3000210,4000945
9092,1,1000000,2000085,3001345,4004342
9093,1,1000003,2000761,3001229,4002432
9094,1,1000003,2000195,3000210,4000945
9095,1,1000000,2000036,3002365,4007676
9096,1,1000003,2001207,3001975,4003588
9097,1,1000003,2000144,3000034,4000147
9098,1,1000003,2000097,3000423,4001813
9099,1,1000003,2000761,3001229,4002432
9100,1,1000003,2000195,3000210,4000945
9101,1,1000001,2000805,3001332,4004343
9102,1,1000003,2000761,3001229,4002432
9103,4,1000004,2001271,3002383,4004344
9104,4,1000004,2001271,3002383,4004344
9105,1,1000000,2000036,3002366,4007677
9106,1,1000002,2000009,3002367,4007677
9107,1,1000000,2000498,3000773,4001104
9108,1,1000003,2000195,3000210,4000945
9109,1,1000002,2000016,3001315,4004347
9110,1,1000002,2000076,3000102,4000711
9111,1,1000002,2000016,3001315,4004347
9112,3,1000000,2001019,3002368,4007678
9113,1,1000001,2000321,3000431,4001822
9114,1,1000003,2000195,3000210,4000945
9115,1,1000000,2000766,3001244,4004350
9116,1,1000003,2000501,3000780,4004306
9117,1,1000003,2000652,3001389,4003737
9118,1,1000000,2000766,3001244,4005084
9119,1,1000003,2000501,3000780,4004306
9120,1,1000001,2000308,3000419,4001809
9121,1,1000002,2000076,3000102,4000714
9122,1,1000003,2000195,3000210,4000945
9123,1,1000000,2000766,3001244,4005084
9124,1,1000003,2000501,3000780,4004463
9125,1,1000002,2000076,3000102,4000714
9126,1,1000003,2000195,3000210,4000945
9127,4,1000004,2001271,3002384,4004351
9128,1,1000003,2000501,3000780,4004463
9129,1,1000002,2000076,3000102,4000715
9130,1,1000000,2000000,3000001,4004353
9131,1,1000003,2000501,3000780,4006690
9132,1,1000002,2000031,3000313,4003138
9133,1,1000003,2000195,3000210,4000945
9134,1,1000002,2001245,3002018,4003984
9135,1,1000003,2000501,3000780,4006690
9136,1,1000001,2000359,3000525,4003262
9137,1,1000003,2001401,3002385,4006166
9138,1,1000003,2001401,3002385,4006166
9139,1,1000001,2000051,3000070,4004308
9140,1,1000003,2001569,3001808,4004307
9141,1,1000002,2001030,3001680,4003870
9142,1,1000003,2000195,3000210,4000945
9143,1,1000002,2001245,3002018,4003984
9144,1,1000000,2000890,3002369,4004309
9145,1,1000001,2000716,3001330,4003708
9146,1,1000002,2001245,3002018,4003982
9147,1,1000000,2000890,3002369,4004309
9148,1,1000002,2000076,3000102,4000716
9149,1,1000003,2000195,3000210,4000945
9150,1,1000000,2000085,3001345,4004359
9151,1,1000002,2000408,3000662,4004345
9152,1,1000003,2000069,3000094,4002041
9153,1,1000000,2000085,3001345,4004359
9154,1,1000002,2000591,3000955,4004714
9155,1,1000002,2000031,3000313,4003184
9156,1,1000001,2000716,3001330,4003714
9157,1,1000003,2000195,3000210,4000945
9158,1,1000003,2000071,3000098,4004360
9159,1,1000003,2000147,3000034,4004310
9160,1,1000004,2000049,3000068,4003622
9161,1,1000003,2000195,3000210,4000945
9162,1,1000001,2000051,3002048,4004358
9163,2,1000000,2000261,3000333,4001751
9164,1,1000002,2000076,3000102,4000717
9165,2,1000000,2000261,3000333,4001751
9166,1,1000002,2000031,3000313,4003184
9167,1,1000001,2000090,3000334,4001752
9168,1,1000004,2000112,3001320,4003704
9169,1,1000001,2000051,3002048,4004358
9170,2,1000000,2000261,3000333,4001751
9171,1,1000002,2000076,3000102,4000717
9172,1,1000003,2001402,3002386,4004361
9173,1,1000000,2001376,3002301,4004314
9174,1,1000002,2000076,3000102,4000716
9175,1,1000001,2000090,3000334,4001752
9176,1,1000001,2001013,3001694,4002744
9177,1,1000002,2000148,3000038,4000029
9178,1,1000000,2000883,3001442,4001384
9179,1,1000001,2001013,3001694,4002744
9180,1,1000003,2001395,3002370,4004315
9181,1,1000002,2000408,3000626,4000573
9182,1,1000001,2000090,3000334,4001752
9183,1,1000000,2000085,3001345,4004362
9184,1,1000003,2001395,3002370,4005222
9185,1,1000004,2000440,3000681,4003358
9186,1,1000003,2000727,3001140,4003626
9187,1,1000004,2000440,3000681,4003358
9188,1,1000001,2000090,3000334,4001752
9189,1,1000004,2000112,3001320,4003704
9190,1,1000001,2000001,3000002,4000251
9191,1,1000002,2000076,3000102,4000717
9192,1,1000001,2000090,3000334,4001752
9193,1,1000001,2001013,3001694,4002744
9194,1,1000003,2001395,3002370,4006526
9195,1,1000002,2000076,3000102,4000716
9196,1,1000001,2001013,3001694,4002744
9197,1,1000003,2001396,3002371,4006526
9198,1,1000002,2000076,3000102,4000717
9199,1,1000002,2000076,3000102,4003694
9200,1,1000003,2001396,3002371,4004413
9201,1,1000002,2000076,3000102,4000717
9202,1,1000000,2000085,3000116,4004363
9203,1,1000000,2000085,3000116,4004363
9204,1,1000001,2000543,3002372,4004316
9205,1,1000001,2000543,3002372,4004316
9206,1,1000003,2001129,3001849,4002888
9207,1,1000000,2000085,3000116,4004363
9208,1,1000002,2000076,3000102,4000718
9209,1,1000000,2000085,3000116,4004363
9210,1,1000003,2001397,3002373,4004317
9211,1,1000002,2000076,3000102,4000718
9212,1,1000001,2000090,3000334,4001752
9213,1,1000000,2000085,3000116,4004363
9214,1,1000003,2001397,3002373,4004317
9215,1,1000002,2000076,3000102,4000719
9216,1,1000000,2000085,3000116,4004363
9217,1,1000003,2001397,3002373,4004317
9218,1,1000002,2000031,3000216,4003071
9219,1,1000000,2001035,3001690,4001493
9220,1,1000001,2000090,3000334,4001752
9221,1,1000002,2000544,3000832,4004365
9222,1,1000003,2000427,3000664,4004319
9223,1,1000002,2000076,3000102,4000719
9224,1,1000001,2000090,3000334,4001752
9225,1,1000002,2000544,3000832,4004365
9226,1,1000001,2000197,3000213,4004319
9227,1,1000002,2000076,3000102,4000724
9228,1,1000000,2000030,3002374,4004320
9229,1,1000001,2000296,3000388,4001790
9230,1,1000002,2001260,3002022,4004043
9231,1,1000002,2000031,3000313,4004321
9232,1,1000002,2000076,3000102,4000727
9233,1,1000003,2001257,3002021,4003933
9234,1,1000002,2000148,3000038,4000029
9235,1,1000001,2000937,3001528,4006754
9236,1,1000001,2000003,3000035,4006753
9237,1,1000002,2000408,3000662,4000587
9238,1,1000002,2000031,3000313,4004321
9239,1,1000002,2000031,3000288,4003124
9240,1,1000003,2001257,3002021,4003933
9241,1,1000002,2000148,3000038,4000029
9242,1,1000001,2000003,3000035,4006753
9243,1,1000002,2000076,3000102,4000732
9244,1,1000001,2000937,3001528,4006754
9245,1,1000000,2000120,3001983,4000924
9246,1,1000003,2001257,3002021,4003933
9247,1,1000003,2001257,3002021,4003933
9248,1,1000004,2000181,3000412,4003221
9249,1,1000001,2000048,3001825,4000967
9250,1,1000003,2001395,3002370,4007679
9251,1,1000004,2000404,3000605,4003413
9252,1,1000002,2000067,3000092,4000313
9253,1,1000003,2001257,3002021,4003933
9254,1,1000003,2001257,3002021,4003933
9255,1,1000002,2000016,3001315,4004322
9256,1,1000003,2000093,3000123,4000247
9257,1,1000003,2000109,3002375,4002362
9258,1,1000002,2000076,3000102,4000732
9259,1,1000003,2001257,3002021,4003933
9260,1,1000003,2001257,3002021,4003933
9261,1,1000003,2001398,3002376,4004324
9262,1,1000001,2000578,3000918,4003476
9263,1,1000003,2001257,3002021,4003933
9264,1,1000000,2000157,3002377,4004325
9265,1,1000003,2000685,3001067,4002302
9266,1,1000002,2000067,3000092,4000313
9267,1,1000002,2000076,3000102,4000732
9268,1,1000003,2001257,3002021,4003933
9269,1,1000002,2000503,3000781,4000623
9270,1,1000002,2000067,3000092,4000313
9271,1,1000002,2000076,3000102,4000732
9272,1,1000003,2001257,3002021,4003933
9273,1,1000004,2000414,3000628,4003337
9274,1,1000002,2000045,3000468,4000510
9275,1,1000002,2000067,3000092,4000313
9276,1,1000002,2000607,3000954,4000672
9277,1,1000002,2000067,3000092,4000313
9278,1,1000003,2001257,3002021,4003933
9279,1,1000001,2000100,3000135,4003941
9280,1,1000003,2000357,3000521,4001031
9281,1,1000003,2001257,3002021,4003933
9282,1,1000001,2000118,3000134,4001928
9283,1,1000003,2001257,3002021,4003933
9284,1,1000001,2000805,3001332,4002493
9285,1,1000002,2000067,3000092,4000313
9286,1,1000001,2000083,3000114,4000286
9287,1,1000003,2001257,3002021,4003933
9288,1,1000002,2000960,3001564,4000818
9289,1,1000002,2000067,3000092,4000313
9290,1,1000002,2000335,3000465,4000507
9291,1,1000002,2000148,3000038,4000029
9292,1,1000002,2000076,3000102,4000699
9293,1,1000003,2000038,3000058,4001782
9294,1,1000001,2000048,3001848,4003284
9295,1,1000002,2000067,3000092,4000313
9296,1,1000002,2000148,3000038,4000029
9297,1,1000003,2000357,3000521,4001031
9298,1,1000003,2000357,3000521,4001031
9299,1,1000002,2000067,3000092,4000313
9300,1,1000000,2000244,3000305,4000976
9301,1,1000003,2000097,3000157,4000962
9302,1,1000002,2000148,3000038,4000029
9303,1,1000002,2000076,3000102,4000699
9304,1,1000002,2000076,3000102,4000732
9305,1,1000002,2000024,3000031,4000472
9306,1,1000002,2000873,3001427,4000798
9307,1,1000002,2000148,3000038,4000029
9308,1,1000000,2000302,3000401,4000994
9309,1,1000002,2000148,3000038,4000029
9310,1,1000004,2000537,3000846,4003433
9311,1,1000002,2000076,3000102,4000732
9312,1,1000003,2000014,3000874,4000648
9313,1,1000002,2000076,3000102,4000699
9314,1,1000002,2000148,3000038,4000029
9315,1,1000002,2000031,3000313,4003164
9316,1,1000002,2000056,3000077,4000694
9317,1,1000004,2000112,3001320,4003711
9318,1,1000004,2000112,3001320,4003706
9319,1,1000002,2001090,3001775,4003907
9320,1,1000002,2000148,3000038,4000029
9321,1,1000003,2000014,3000874,4000648
9322,1,1000001,2000090,3000334,4001762
9323,1,1000002,2000148,3000038,4000029
9324,1,1000001,2000100,3000135,4001909
9325,1,1000001,2000992,3001641,4002713
9326,1,1000002,2000148,3000038,4000029
9327,1,1000001,2000073,3000811,4002103
9328,3,1000000,2000962,3001549,4003812
9329,1,1000002,2000148,3000038,4000029
9330,1,1000002,2000031,3000313,4003194
9331,1,1000003,2000411,3000666,4001072
9332,3,1000000,2000962,3001549,4003812
9333,1,1000002,2000148,3000038,4000029
9334,1,1000002,2000076,3000102,4000739
9335,1,1000003,2001048,3001709,4001498
9336,1,1000002,2000731,3001146,4003628
9337,1,1000002,2000148,3000038,4000029
9338,1,1000001,2000725,3001138,4003155
9339,1,1000003,2000195,3000210,4003636
9340,1,1000000,2000883,3001442,4001384
9341,1,1000002,2000148,3000038,4000029
9342,1,1000003,2000465,3000724,4002033
9343,1,1000002,2000076,3000102,4000739
9344,1,1000002,2000148,3000038,4000029
9345,1,1000003,2000465,3000724,4002033
9346,1,1000000,2001201,3001962,4000913
9347,1,1000002,2000148,3000038,4000029
9348,1,1000004,2000854,3001404,4003746
9349,1,1000002,2000076,3000102,4000739
9350,1,1000001,2001203,3001964,4003959
9351,1,1000002,2000148,3000038,4000029
9352,1,1000003,2001065,3001739,4001513
9353,1,1000002,2000076,3000102,4000743
9354,1,1000003,2000141,3000161,4000375
9355,1,1000003,2000068,3001639,4001463
9356,1,1000002,2000148,3000038,4000029
9357,1,1000000,2000000,3001186,4000731
9358,1,1000003,2000068,3001639,4001463
9359,1,1000002,2000723,3001134,4003623
9360,1,1000002,2000148,3000038,4000029
9361,1,1000002,2000076,3000102,4000743
9362,1,1000003,2000068,3001639,4001463
9363,1,1000002,2000076,3000102,4000743
9364,1,1000002,2000148,3000038,4000029
9365,1,1000002,2000662,3001045,4003555
9366,1,1000002,2000148,3000038,4000029
9367,1,1000003,2000195,3000210,4000945
9368,1,1000002,2000076,3000102,4000743
9369,1,1000003,2000068,3001639,4001463
9370,1,1000002,2000148,3000038,4000029
9371,1,1000002,2000067,3000571,4006591
9372,1,1000002,2000662,3001045,4003555
9373,1,1000002,2000076,3000102,4000743
9374,1,1000002,2000148,3000038,4000029
9375,1,1000000,2000558,3000890,4001138
9376,1,1000002,2000045,3000468,4000510
9377,1,1000002,2000076,3000102,4000743
9378,1,1000002,2000148,3000038,4000029
9379,1,1000002,2001062,3001728,4003387
9380,1,1000002,2000045,3000468,4000510
9381,1,1000002,2000045,3000468,4000510
9382,1,1000001,2000090,3000334,4001752
9383,1,1000002,2000148,3000038,4000029
9384,1,1000003,2000686,3001078,4001212
9385,1,1000002,2000045,3000468,4000510
9386,1,1000002,2000045,3000468,4000510
9387,1,1000002,2000148,3000038,4000029
9388,1,1000003,2000195,3000210,4000943
9389,1,1000000,2000244,3000305,4000976
9390,1,1000002,2000045,3000468,4000510
9391,1,1000002,2000045,3000468,4000510
9392,1,1000002,2000148,3000038,4000029
9393,1,1000001,2000090,3000334,4001752
9394,1,1000002,2000765,3001240,4000751
9395,1,1000002,2000024,3000031,4000472
9396,1,1000002,2000045,3000468,4000510
9397,1,1000002,2000045,3000468,4000510
9398,1,1000002,2000148,3000038,4000029
9399,1,1000004,2000049,3000068,4003645
9400,1,1000000,2000483,3000749,4001096
9401,1,1000002,2000148,3000038,4000029
9402,1,1000000,2000036,3000713,4000600
9403,1,1000003,2000046,3000066,4003661
9404,1,1000003,2000648,3002387,4004368
9405,1,1000002,2000148,3000038,4000029
9406,1,1000002,2000031,3000445,4003245
9407,1,1000003,2000457,3000738,4002047
9408,1,1000002,2000148,3000038,4000029
9409,1,1000003,2000837,3001378,4001360
9410,1,1000004,2000112,3001238,4003673
9411,1,1000003,2000739,3001164,4002385
9412,1,1000002,2000148,3000038,4000029
9413,1,1000002,2000624,3000982,4003517
9414,1,1000003,2000455,3000699,4001085
9415,1,1000002,2000031,3000190,4003038
9416,1,1000004,2000112,3001320,4003704
9417,1,1000003,2001403,3002388,4006665
9418,1,1000003,2000669,3001057,4002289
9419,1,1000002,2000765,3001240,4000751
9420,1,1000004,2000293,3000385,4000477
9421,1,1000001,2000453,3000706,4002028
9422,1,1000003,2000648,3002387,4004368
9423,1,1000002,2000148,3000038,4000029
